Период,Сотрудник,Вид учета времени,Дни,Организация
28.02.2022,ALBO,Явка,1.00,"ОП ""Азов"""
28.02.2022,ANDA,Явка,1.00,"ОП ""Азов"""
28.02.2022,EGSO,Отпуск,1.00,"ОП ""Азов"""
28.02.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,AUPR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ALZI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ALIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,AXSI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ALKE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,AKUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ALGA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,OLDO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,LEZA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ALKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ANFO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,ANSH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,MAER,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
28.02.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
28.02.2022,NISO,Явка,1.00,"ОП ""Кольская"""
28.02.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
01.03.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,SEVE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,PAZH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,AUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,KOSK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ATUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ANDA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ALZI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ALIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,GETR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ALKE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,AKUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ALGA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,OLDO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,LEZA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ALKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ANFO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,ANSH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,MAER,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
01.03.2022,AKOR,Явка,1.00,"ОП ""Азов"""
01.03.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
01.03.2022,OLTA,Явка,1.00,"ОП ""Азов"""
01.03.2022,SERS,Явка,1.00,"ОП ""Азов"""
01.03.2022,ALBO,Явка,1.00,"ОП ""Азов"""
01.03.2022,EGSO,Явка,1.00,"ОП ""Азов"""
01.03.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
01.03.2022,NISO,Явка,1.00,"ОП ""Кольская"""
01.03.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
02.03.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
02.03.2022,SEVE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
02.03.2022,PAZH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
02.03.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
02.03.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
02.03.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
02.03.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
