Период,Сотрудник,Вид учета времени,Дни,Организация
21.02.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,ALKE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,AKUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,ALGA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,OLDO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,LEZA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,ALKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,ANFO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,ANSH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,MAER,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
21.02.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
21.02.2022,NISO,Явка,1.00,"ОП ""Кольская"""
21.02.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
22.02.2022,AKOR,Явка,1.00,"ОП ""Азов"""
22.02.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
22.02.2022,OLTA,Явка,1.00,"ОП ""Азов"""
22.02.2022,SERS,Явка,1.00,"ОП ""Азов"""
22.02.2022,ALBO,Явка,1.00,"ОП ""Азов"""
22.02.2022,RUGL,Явка,1.00,"ОП ""Азов"""
22.02.2022,ANDA,Явка,1.00,"ОП ""Азов"""
22.02.2022,EGSO,Отпуск,1.00,"ОП ""Азов"""
22.02.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,AUPR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ALZI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ALIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ALKE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,AKUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ALGA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,OLDO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,LEZA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ALKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ANFO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,ANSH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,MAER,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
22.02.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
22.02.2022,NISO,Явка,1.00,"ОП ""Кольская"""
22.02.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
23.02.2022,AKOR,Выходные дни,1.00,"ОП ""Азов"""
23.02.2022,VAKZ,Выходные дни,1.00,"ОП ""Азов"""
23.02.2022,OLTA,Выходные дни,1.00,"ОП ""Азов"""
23.02.2022,SERS,Выходные дни,1.00,"ОП ""Азов"""
23.02.2022,ALBO,Выходные дни,1.00,"ОП ""Азов"""
23.02.2022,RUGL,Выходные дни,1.00,"ОП ""Азов"""
23.02.2022,ANDA,Выходные дни,1.00,"ОП ""Азов"""
23.02.2022,EGSO,Выходные дни,1.00,"ОП ""Азов"""
23.02.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,KOAN,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,SEVE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,PAZH,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,DKOR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,SEKU,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,RUPR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,AUPR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ANSV,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ATUR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,SISH,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,EVAB,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ALZI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ALIG,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,SELE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,AXSI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,GETR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,YUTK,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,RKAR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,SKOL,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,VAKR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ACHU,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,MITA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ALKE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,AKUR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,IVSI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,YEAV,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,MABY,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ALGA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,OLDO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,LEZA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ALKO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,DMPI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,SAST,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ANFO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,ANSH,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,DESE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,MAER,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
23.02.2022,DMMO,Выходные дни,1.00,"ОП ""Кольская"""
23.02.2022,NISO,Выходные дни,1.00,"ОП ""Кольская"""
23.02.2022,MKRS,Выходные дни,1.00,"ОП ""Кольская"""
24.02.2022,AKOR,Явка,1.00,"ОП ""Азов"""
24.02.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
24.02.2022,OLTA,Явка,1.00,"ОП ""Азов"""
24.02.2022,SERS,Явка,1.00,"ОП ""Азов"""
24.02.2022,ALBO,Явка,1.00,"ОП ""Азов"""
24.02.2022,RUGL,Явка,1.00,"ОП ""Азов"""
24.02.2022,ANDA,Явка,1.00,"ОП ""Азов"""
24.02.2022,EGSO,Отпуск,1.00,"ОП ""Азов"""
24.02.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,AUPR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ALZI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ALIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ALKE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,AKUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ALGA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,OLDO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,LEZA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ALKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ANFO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,ANSH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,MAER,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
24.02.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
24.02.2022,NISO,Явка,1.00,"ОП ""Кольская"""
24.02.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
25.02.2022,AKOR,Явка,1.00,"ОП ""Азов"""
25.02.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
25.02.2022,OLTA,Явка,1.00,"ОП ""Азов"""
25.02.2022,SERS,Явка,1.00,"ОП ""Азов"""
25.02.2022,ALBO,Явка,1.00,"ОП ""Азов"""
25.02.2022,ANDA,Явка,1.00,"ОП ""Азов"""
25.02.2022,EGSO,Отпуск,1.00,"ОП ""Азов"""
25.02.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,AUPR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ALZI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ALIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ALKE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,AKUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ALGA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,OLDO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,LEZA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ALKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ANFO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,ANSH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,MAER,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
25.02.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
25.02.2022,NISO,Явка,1.00,"ОП ""Кольская"""
25.02.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
26.02.2022,AKOR,Явка,1.00,"ОП ""Азов"""
26.02.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
26.02.2022,OLTA,Явка,1.00,"ОП ""Азов"""
26.02.2022,SERS,Явка,1.00,"ОП ""Азов"""
26.02.2022,ALBO,Явка,1.00,"ОП ""Азов"""
26.02.2022,ANDA,Явка,1.00,"ОП ""Азов"""
26.02.2022,EGSO,Отпуск,1.00,"ОП ""Азов"""
26.02.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,AUPR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ANSV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ALZI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ALIG,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,YUTK,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ALKE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,AKUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,YEAV,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ALGA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,OLDO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,LEZA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ALKO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ANFO,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,ANSH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,MAER,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
26.02.2022,DMMO,Явка,1.00,"ОП ""Кольская"""
26.02.2022,NISO,Явка,1.00,"ОП ""Кольская"""
26.02.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
27.02.2022,AKOR,Выходные дни,1.00,"ОП ""Азов"""
27.02.2022,VAKZ,Выходные дни,1.00,"ОП ""Азов"""
27.02.2022,OLTA,Выходные дни,1.00,"ОП ""Азов"""
27.02.2022,SERS,Выходные дни,1.00,"ОП ""Азов"""
27.02.2022,ALBO,Выходные дни,1.00,"ОП ""Азов"""
27.02.2022,ANDA,Выходные дни,1.00,"ОП ""Азов"""
27.02.2022,EGSO,Отпуск,1.00,"ОП ""Азов"""
27.02.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,KOAN,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,SEVE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,PAZH,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,EVZU,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,DKOR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,SEKU,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,RUPR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,AUPR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ANSV,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ATUR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,SISH,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,EVAB,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ALZI,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ALIG,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,SELE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,AXSI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,GETR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,YUTK,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,RKAR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,SKOL,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,VAKR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ACHU,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,MITA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ALKE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,AKUR,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,IVSI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,YEAV,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,MABY,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ALGA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,OLDO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,LEZA,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ALKO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,DMPI,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,SAST,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ANFO,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,ANSH,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,DESE,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,MAER,Выходные дни,1.00,"ОП ""Каменск-Красносулинский"""
27.02.2022,DMMO,Выходные дни,1.00,"ОП ""Кольская"""
27.02.2022,NISO,Выходные дни,1.00,"ОП ""Кольская"""
27.02.2022,MKRS,Выходные дни,1.00,"ОП ""Кольская"""
28.02.2022,AKOR,Явка,1.00,"ОП ""Азов"""
28.02.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
28.02.2022,OLTA,Явка,1.00,"ОП ""Азов"""
28.02.2022,SERS,Явка,1.00,"ОП ""Азов"""
